congregación		f: congregation;
reinado		m: reign;
ondular	ondulando	ondulado	ondula	ondulá	ondulad	ondulo	ondulas	ondulás	ondula	ondulamos	onduláis	ondulan	ondule	ondules	ondulés	ondule	ondulemos	onduléis	ondulen	ondulaba	ondulabas	ondulaba	ondulábamos	ondulabais	ondulaban	ondulara	ondularas	ondulara	onduláramos	ondularais	ondularan	ondularé	ondularás	ondulará	ondularemos	ondularéis	ondularán	ondularía	ondularías	ondularía	ondularíamos	ondularíais	ondularían	ondulé	ondulaste	ondulastes	onduló	ondulamos	ondulasteis	ondularon	ondulase	ondulases	ondulase	ondulásemos	ondulaseis	ondulasen	ondulare	ondulares	ondulare	onduláremos	ondulareis	ondularen	v: to wave;
polígono		m: industrial park; polygon;
transfigurar	transfigurando	transfigurado	transfigura	transfigurá	transfigurad	transfiguro	transfiguras	transfigurás	transfigura	transfiguramos	transfiguráis	transfiguran	transfigure	transfigures	transfigurés	transfigure	transfiguremos	transfiguréis	transfiguren	transfiguraba	transfigurabas	transfiguraba	transfigurábamos	transfigurabais	transfiguraban	transfigurara	transfiguraras	transfigurara	transfiguráramos	transfigurarais	transfiguraran	transfiguraré	transfigurarás	transfigurará	transfiguraremos	transfiguraréis	transfigurarán	transfiguraría	transfigurarías	transfiguraría	transfiguraríamos	transfiguraríais	transfigurarían	transfiguré	transfiguraste	transfigurastes	transfiguró	transfiguramos	transfigurasteis	transfiguraron	transfigurase	transfigurases	transfigurase	transfigurásemos	transfiguraseis	transfigurasen	transfigurare	transfigurares	transfigurare	transfiguráremos	transfigurareis	transfiguraren	v: to transfigure;
betarraga		f: {Chile} beet, beetroot;
cetrino		adj: yellow-green; sallow;
Franco		prop: male given name, cognate to Frank; Spanish surname;
óxido		m: oxide; rust;
lanzón		m: lancetfish;
agigantar	agigantando	agigantado	agiganta	agigantá	agigantad	agiganto	agigantas	agigantás	agiganta	agigantamos	agigantáis	agigantan	agigante	agigantes	agigantés	agigante	agigantemos	agigantéis	agiganten	agigantaba	agigantabas	agigantaba	agigantábamos	agigantabais	agigantaban	agigantara	agigantaras	agigantara	agigantáramos	agigantarais	agigantaran	agigantaré	agigantarás	agigantará	agigantaremos	agigantaréis	agigantarán	agigantaría	agigantarías	agigantaría	agigantaríamos	agigantaríais	agigantarían	agiganté	agigantaste	agigantastes	agigantó	agigantamos	agigantasteis	agigantaron	agigantase	agigantases	agigantase	agigantásemos	agigantaseis	agigantasen	agigantare	agigantares	agigantare	agigantáremos	agigantareis	agigantaren	v: to exaggerate;
inocuo		adj: harmless; innoxious;
puñar	puñando	puñado	puña	puñá	puñad	puño	puñas	puñás	puña	puñamos	puñáis	puñan	puñe	puñes	puñés	puñe	puñemos	puñéis	puñen	puñaba	puñabas	puñaba	puñábamos	puñabais	puñaban	puñara	puñaras	puñara	puñáramos	puñarais	puñaran	puñaré	puñarás	puñará	puñaremos	puñaréis	puñarán	puñaría	puñarías	puñaría	puñaríamos	puñaríais	puñarían	puñé	puñaste	puñastes	puñó	puñamos	puñasteis	puñaron	puñase	puñases	puñase	puñásemos	puñaseis	puñasen	puñare	puñares	puñare	puñáremos	puñareis	puñaren	v: {archaic} to fight, attack;
puñal		m: dagger; adj: Of a fight or dispute; Of the fist. Fitting in one's hands;
mantra		m: mantra (all senses);
gravimétrico		adj: gravimetric;
cultura		f: culture;
petricor		m: petrichor;
originalmente		adv: originally;
febril		adj: febrile, feverish; hectic;
juglar		m: {archaic} poet, reciter; minstrel;
tilacoide		m: {cytology} thylakoid;
fonema		m: {phonetics} phoneme;
eminencia		f: eminence;
colonialista		mf: colonialist; adj: colonialist;
colipasa		f: {enzyme} colipase;
miserablemente		adv: miserably;
Rodolfo		prop: male given name, cognate to Rudolph;
cordado		m: chordate; adj: chordate;
-abas		suffix: Suffix indicating the second-person singular imperfect indicative of -ar verbs;
adujar	adujando	adujado	aduja	adujá	adujad	adujo	adujas	adujás	aduja	adujamos	adujáis	adujan	aduje	adujes	adujés	aduje	adujemos	adujéis	adujen	adujaba	adujabas	adujaba	adujábamos	adujabais	adujaban	adujara	adujaras	adujara	adujáramos	adujarais	adujaran	adujaré	adujarás	adujará	adujaremos	adujaréis	adujarán	adujaría	adujarías	adujaría	adujaríamos	adujaríais	adujarían	adujé	adujaste	adujastes	adujó	adujamos	adujasteis	adujaron	adujase	adujases	adujase	adujásemos	adujaseis	adujasen	adujare	adujares	adujare	adujáremos	adujareis	adujaren	v: To coil a rope or cable;
blanquinoso		adj: whitish;
excavadora		f: bulldozer, excavator, digger (construction equipment);
-aban		suffix: Suffix indicating the third-person plural imperfect indicative of -ar verbs;
experimentar	experimentando	experimentado	experimenta	experimentá	experimentad	experimento	experimentas	experimentás	experimenta	experimentamos	experimentáis	experimentan	experimente	experimentes	experimentés	experimente	experimentemos	experimentéis	experimenten	experimentaba	experimentabas	experimentaba	experimentábamos	experimentabais	experimentaban	experimentara	experimentaras	experimentara	experimentáramos	experimentarais	experimentaran	experimentaré	experimentarás	experimentará	experimentaremos	experimentaréis	experimentarán	experimentaría	experimentarías	experimentaría	experimentaríamos	experimentaríais	experimentarían	experimenté	experimentaste	experimentastes	experimentó	experimentamos	experimentasteis	experimentaron	experimentase	experimentases	experimentase	experimentásemos	experimentaseis	experimentasen	experimentare	experimentares	experimentare	experimentáremos	experimentareis	experimentaren	v: to experience; to experiment; to feel;
enaltecer	enalteciendo	enaltecido	enaltece	enaltecé	enalteced	enaltezco	enalteces	enaltecés	enaltece	enaltecemos	enaltecéis	enaltecen	enaltezca	enaltezcas	enaltezcás	enaltezca	enaltezcamos	enaltezcáis	enaltezcan	enaltecía	enaltecías	enaltecía	enaltecíamos	enaltecíais	enaltecían	enalteciera	enaltecieras	enalteciera	enalteciéramos	enaltecierais	enaltecieran	enalteceré	enaltecerás	enaltecerá	enalteceremos	enalteceréis	enaltecerán	enaltecería	enaltecerías	enaltecería	enalteceríamos	enalteceríais	enaltecerían	enaltecí	enalteciste	enaltecistes	enalteció	enaltecimos	enaltecisteis	enaltecieron	enalteciese	enaltecieses	enalteciese	enalteciésemos	enaltecieseis	enalteciesen	enalteciere	enaltecieres	enalteciere	enalteciéremos	enalteciereis	enaltecieren	v: to praise;
hábilmente		adv: ably, skillfully, cleverly;
eficazmente		adv: effectively, effectually;
asediar	asediando	asediado	asedia	asediá	asediad	asedio	asedias	asediás	asedia	asediamos	asediáis	asedian	asedie	asedies	asediés	asedie	asediemos	asediéis	asedien	asediaba	asediabas	asediaba	asediábamos	asediabais	asediaban	asediara	asediaras	asediara	asediáramos	asediarais	asediaran	asediaré	asediarás	asediará	asediaremos	asediaréis	asediarán	asediaría	asediarías	asediaría	asediaríamos	asediaríais	asediarían	asedié	asediaste	asediastes	asedió	asediamos	asediasteis	asediaron	asediase	asediases	asediase	asediásemos	asediaseis	asediasen	asediare	asediares	asediare	asediáremos	asediareis	asediaren	v: to besiege;
anualidad		f: annuity;
mofeta		f: skunk;
curado		adj: cured; drunken, intoxicated, boozy; mature (of cheese, bacon etc.);
vitalicio		adj: lifelong, life, for life (extending for the entire duration of life);
germen		m: germ; microbe, microorganism;
aeronave		f: aircraft; airship;
senador		m: senator;
aliñado		adj: seasoned; spicy;
lanzallamas		m: flamethrower;
ojera		f: coon eyes;
diafanidad		f: pellucidness, transparency;
brillar	brillando	brillado	brilla	brillá	brillad	brillo	brillas	brillás	brilla	brillamos	brilláis	brillan	brille	brilles	brillés	brille	brillemos	brilléis	brillen	brillaba	brillabas	brillaba	brillábamos	brillabais	brillaban	brillara	brillaras	brillara	brilláramos	brillarais	brillaran	brillaré	brillarás	brillará	brillaremos	brillaréis	brillarán	brillaría	brillarías	brillaría	brillaríamos	brillaríais	brillarían	brillé	brillaste	brillastes	brilló	brillamos	brillasteis	brillaron	brillase	brillases	brillase	brillásemos	brillaseis	brillasen	brillare	brillares	brillare	brilláremos	brillareis	brillaren	v: to shine;
sagú		m: arrowroot;
existencia		f: existence;
hiperesfera		f: {geometry} hypersphere;
naipes		mp: card game;
entrenamiento		m: training;
sievert		m: sievert;
proto-		prefix: proto-;
N		letter: The 14th letter of the Spanish alphabet;
vaticinio		m: prediction;
confección		f: confection; tailoring;
escocés		m: a Scotsman; adj: Scottish (from or native to Scotland); Scottish (pertaining to Scotland); prop: the Scottish Gaelic language;
abrasión		f: abrasion;
aflojar	aflojando	aflojado	afloja	aflojá	aflojad	aflojo	aflojas	aflojás	afloja	aflojamos	aflojáis	aflojan	afloje	aflojes	aflojés	afloje	aflojemos	aflojéis	aflojen	aflojaba	aflojabas	aflojaba	aflojábamos	aflojabais	aflojaban	aflojara	aflojaras	aflojara	aflojáramos	aflojarais	aflojaran	aflojaré	aflojarás	aflojará	aflojaremos	aflojaréis	aflojarán	aflojaría	aflojarías	aflojaría	aflojaríamos	aflojaríais	aflojarían	aflojé	aflojaste	aflojastes	aflojó	aflojamos	aflojasteis	aflojaron	aflojase	aflojases	aflojase	aflojásemos	aflojaseis	aflojasen	aflojare	aflojares	aflojare	aflojáremos	aflojareis	aflojaren	v: to loosen;
paca		f: {chiefly,Argentina,Paraguay,and,Uruguay} paca; {colloquial,pejorative,Latin America} female police officer;
asunción		f: assumption, succession to the throne; the Assumption;
sombra		f: ghost; shade; shadow;
paco		m: {chiefly,Argentina,Paraguay,and,Uruguay} male paca; {colloquial,pejorative,Latin America} police officer; {colloquial,Spain} sniper;
albatros		m: albatross;
Qatar		prop: {deprecated} alternative spelling of Catar;
chiismo		m: Shi'ism;
temperar	temperando	temperado	tempera	temperá	temperad	tempero	temperas	temperás	tempera	temperamos	temperáis	temperan	tempere	temperes	temperés	tempere	temperemos	temperéis	temperen	temperaba	temperabas	temperaba	temperábamos	temperabais	temperaban	temperara	temperaras	temperara	temperáramos	temperarais	temperaran	temperaré	temperarás	temperará	temperaremos	temperaréis	temperarán	temperaría	temperarías	temperaría	temperaríamos	temperaríais	temperarían	temperé	temperaste	temperastes	temperó	temperamos	temperasteis	temperaron	temperase	temperases	temperase	temperásemos	temperaseis	temperasen	temperare	temperares	temperare	temperáremos	temperareis	temperaren	v: to calm; to soften; to temper;
bipedal		adj: bipedal;
petar	petando	petado	peta	petá	petad	peto	petas	petás	peta	petamos	petáis	petan	pete	petes	petés	pete	petemos	petéis	peten	petaba	petabas	petaba	petábamos	petabais	petaban	petara	petaras	petara	petáramos	petarais	petaran	petaré	petarás	petará	petaremos	petaréis	petarán	petaría	petarías	petaría	petaríamos	petaríais	petarían	peté	petaste	petastes	petó	petamos	petasteis	petaron	petase	petases	petase	petásemos	petaseis	petasen	petare	petares	petare	petáremos	petareis	petaren	vt: {colloquial} to please, gratify, content (transitive);
herpetología		f: herpetology;
ázoe		m: {chemistry} nitrogen;
Esther		prop: {biblical character} Esther; female given name;
anillar	anillando	anillado	anilla	anillá	anillad	anillo	anillas	anillás	anilla	anillamos	anilláis	anillan	anille	anilles	anillés	anille	anillemos	anilléis	anillen	anillaba	anillabas	anillaba	anillábamos	anillabais	anillaban	anillara	anillaras	anillara	anilláramos	anillarais	anillaran	anillaré	anillarás	anillará	anillaremos	anillaréis	anillarán	anillaría	anillarías	anillaría	anillaríamos	anillaríais	anillarían	anillé	anillaste	anillastes	anilló	anillamos	anillasteis	anillaron	anillase	anillases	anillase	anillásemos	anillaseis	anillasen	anillare	anillares	anillare	anilláremos	anillareis	anillaren	v: to put into a ring shape; to ring (carve ring shapes or circular shapes); to ring (put a ring on e.g. an animal);
honradez		f: honesty;
vulnerable		adj: vulnerable;
peridoto		m: peridot;
albano		adj: Albanian (of a person, from or native to Albania);
irritación		f: annoyance; irritation;
adenín		adj: adenine;
grano		m: closed comedo, blackhead; corn; grain; kernel; pimple; seed;
QR		abbr: Quintana Roo (Mexican state);
comprehender	comprehendiendo	comprehendido	comprehende	comprehendé	comprehended	comprehendo	comprehendes	comprehendés	comprehende	comprehendemos	comprehendéis	comprehenden	comprehenda	comprehendas	comprehendás	comprehenda	comprehendamos	comprehendáis	comprehendan	comprehendía	comprehendías	comprehendía	comprehendíamos	comprehendíais	comprehendían	comprehendiera	comprehendieras	comprehendiera	comprehendiéramos	comprehendierais	comprehendieran	comprehenderé	comprehenderás	comprehenderá	comprehenderemos	comprehenderéis	comprehenderán	comprehendería	comprehenderías	comprehendería	comprehenderíamos	comprehenderíais	comprehenderían	comprehendí	comprehendiste	comprehendistes	comprehendió	comprehendimos	comprehendisteis	comprehendieron	comprehendiese	comprehendieses	comprehendiese	comprehendiésemos	comprehendieseis	comprehendiesen	comprehendiere	comprehendieres	comprehendiere	comprehendiéremos	comprehendiereis	comprehendieren	v: obsolete spelling of comprender;
enfurecer	enfureciendo	enfurecido	enfurece	enfurecé	enfureced	enfurezco	enfureces	enfurecés	enfurece	enfurecemos	enfurecéis	enfurecen	enfurezca	enfurezcas	enfurezcás	enfurezca	enfurezcamos	enfurezcáis	enfurezcan	enfurecía	enfurecías	enfurecía	enfurecíamos	enfurecíais	enfurecían	enfureciera	enfurecieras	enfureciera	enfureciéramos	enfurecierais	enfurecieran	enfureceré	enfurecerás	enfurecerá	enfureceremos	enfureceréis	enfurecerán	enfurecería	enfurecerías	enfurecería	enfureceríamos	enfureceríais	enfurecerían	enfurecí	enfureciste	enfurecistes	enfureció	enfurecimos	enfurecisteis	enfurecieron	enfureciese	enfurecieses	enfureciese	enfureciésemos	enfurecieseis	enfureciesen	enfureciere	enfurecieres	enfureciere	enfureciéremos	enfureciereis	enfurecieren	v: to infuriate, make irate;
castrar	castrando	castrado	castra	castrá	castrad	castro	castras	castrás	castra	castramos	castráis	castran	castre	castres	castrés	castre	castremos	castréis	castren	castraba	castrabas	castraba	castrábamos	castrabais	castraban	castrara	castraras	castrara	castráramos	castrarais	castraran	castraré	castrarás	castrará	castraremos	castraréis	castrarán	castraría	castrarías	castraría	castraríamos	castraríais	castrarían	castré	castraste	castrastes	castró	castramos	castrasteis	castraron	castrase	castrases	castrase	castrásemos	castraseis	castrasen	castrare	castrares	castrare	castráremos	castrareis	castraren	v: to castrate;
quístico		adj: cystic;
conque		conj: consequently, thus, hence; so;
árbitra		mf: referee, arbiter;
canoso		adj: gray/grey, hoary (of hair);
arañazo		m: A scratch. ;
pizzería		f: pizzeria;
tenería		f: tannery;
destituido		adj: Fired;
hidalguense		adj: Of or pertaining to the Mexican state of Hidalgo;
gesticulación		f: gesticulation;
globalizar	globalizando	globalizado	globaliza	globalizá	globalizad	globalizo	globalizas	globalizás	globaliza	globalizamos	globalizáis	globalizan	globalice	globalices	globalicés	globalice	globalicemos	globalicéis	globalicen	globalizaba	globalizabas	globalizaba	globalizábamos	globalizabais	globalizaban	globalizara	globalizaras	globalizara	globalizáramos	globalizarais	globalizaran	globalizaré	globalizarás	globalizará	globalizaremos	globalizaréis	globalizarán	globalizaría	globalizarías	globalizaría	globalizaríamos	globalizaríais	globalizarían	globalicé	globalizaste	globalizastes	globalizó	globalizamos	globalizasteis	globalizaron	globalizase	globalizases	globalizase	globalizásemos	globalizaseis	globalizasen	globalizare	globalizares	globalizare	globalizáremos	globalizareis	globalizaren	v: to globalize;
cuadragésimo		m: fortieth; adj: fortieth;
conceptualizar	conceptualizando	conceptualizado	conceptualiza	conceptualizá	conceptualizad	conceptualizo	conceptualizas	conceptualizás	conceptualiza	conceptualizamos	conceptualizáis	conceptualizan	conceptualice	conceptualices	conceptualicés	conceptualice	conceptualicemos	conceptualicéis	conceptualicen	conceptualizaba	conceptualizabas	conceptualizaba	conceptualizábamos	conceptualizabais	conceptualizaban	conceptualizara	conceptualizaras	conceptualizara	conceptualizáramos	conceptualizarais	conceptualizaran	conceptualizaré	conceptualizarás	conceptualizará	conceptualizaremos	conceptualizaréis	conceptualizarán	conceptualizaría	conceptualizarías	conceptualizaría	conceptualizaríamos	conceptualizaríais	conceptualizarían	conceptualicé	conceptualizaste	conceptualizastes	conceptualizó	conceptualizamos	conceptualizasteis	conceptualizaron	conceptualizase	conceptualizases	conceptualizase	conceptualizásemos	conceptualizaseis	conceptualizasen	conceptualizare	conceptualizares	conceptualizare	conceptualizáremos	conceptualizareis	conceptualizaren	v: to conceptualize;
radiodifusión		f: radio broadcast;
léxico		m: lexicon (dictionary or vocabulary); adj: lexical;
PIN		acronym: Proyecto de Identificación Nacional;
oporto		m: port wine;
informal		adj: informal;
PIB		m: Producto Interno Bruto; gross domestic product, GDP;
eslabonar	eslabonando	eslabonado	eslabona	eslaboná	eslabonad	eslabono	eslabonas	eslabonás	eslabona	eslabonamos	eslabonáis	eslabonan	eslabone	eslabones	eslabonés	eslabone	eslabonemos	eslabonéis	eslabonen	eslabonaba	eslabonabas	eslabonaba	eslabonábamos	eslabonabais	eslabonaban	eslabonara	eslabonaras	eslabonara	eslabonáramos	eslabonarais	eslabonaran	eslabonaré	eslabonarás	eslabonará	eslabonaremos	eslabonaréis	eslabonarán	eslabonaría	eslabonarías	eslabonaría	eslabonaríamos	eslabonaríais	eslabonarían	eslaboné	eslabonaste	eslabonastes	eslabonó	eslabonamos	eslabonasteis	eslabonaron	eslabonase	eslabonases	eslabonase	eslabonásemos	eslabonaseis	eslabonasen	eslabonare	eslabonares	eslabonare	eslabonáremos	eslabonareis	eslabonaren	v: to join;
eczematoso		adj: alternative spelling of eccematoso;
maniobrar	maniobrando	maniobrado	maniobra	maniobrá	maniobrad	maniobro	maniobras	maniobrás	maniobra	maniobramos	maniobráis	maniobran	maniobre	maniobres	maniobrés	maniobre	maniobremos	maniobréis	maniobren	maniobraba	maniobrabas	maniobraba	maniobrábamos	maniobrabais	maniobraban	maniobrara	maniobraras	maniobrara	maniobráramos	maniobrarais	maniobraran	maniobraré	maniobrarás	maniobrará	maniobraremos	maniobraréis	maniobrarán	maniobraría	maniobrarías	maniobraría	maniobraríamos	maniobraríais	maniobrarían	maniobré	maniobraste	maniobrastes	maniobró	maniobramos	maniobrasteis	maniobraron	maniobrase	maniobrases	maniobrase	maniobrásemos	maniobraseis	maniobrasen	maniobrare	maniobrares	maniobrare	maniobráremos	maniobrareis	maniobraren	v: to maneuver;
informar	informando	informado	informa	informá	informad	informo	informas	informás	informa	informamos	informáis	informan	informe	informes	informés	informe	informemos	informéis	informen	informaba	informabas	informaba	informábamos	informabais	informaban	informara	informaras	informara	informáramos	informarais	informaran	informaré	informarás	informará	informaremos	informaréis	informarán	informaría	informarías	informaría	informaríamos	informaríais	informarían	informé	informaste	informastes	informó	informamos	informasteis	informaron	informase	informases	informase	informásemos	informaseis	informasen	informare	informares	informare	informáremos	informareis	informaren	vr:  to find out, see informarse; vt:  to inform;
flotante		adj: floating;
hawaiana		f: {Chile,Peru} flip-flop; female Hawaiian;
desnudez		f: nudity, nakedness;
insolente		adj: insolent, impudent, impertinent;
dioxoantraceno		m: {organic compound} dioxoanthracene;
xilófago		m: {zoology} xylophage; adj: {zoology} xylophagous;
Núñez		prop: Spanish surname;
velocirráptor		m: velociraptor;
bolsa		f: bag; coin purse; purse, handbag; stock exchange;
recinto		m: area, site; enclosure (area); pen;
bolso		m: purse;
multicultural		adj: multicultural;
mayúscula		adj: upper case, uppercase; f: capital letter;
Iniesta		prop: A Spanish surname;
popular		adj: popular;
plegaria		f: intercession (prayer); request, asking, prayer;
delicadeza		m: delicateness;
avestruz		m: ostrich;
sketch		m: sketch (short comic work);
regulación		f: adjustment;
décimo		m: tenth; adj: tenth;
extensión		f: extension; tract (an area);
Laos		prop: Laos;
epigrafía		f: epigraphy, epigraphics;
mecedora		f: rocking chair;
gracia		f: good humor; grace; mercy; punch line of a joke or story;
hiedra		f: ivy;
antihemorrágico		adj: antihemorrhagic;
gentilmente		adv: kindly;
rivalizar	rivalizando	rivalizado	rivaliza	rivalizá	rivalizad	rivalizo	rivalizas	rivalizás	rivaliza	rivalizamos	rivalizáis	rivalizan	rivalice	rivalices	rivalicés	rivalice	rivalicemos	rivalicéis	rivalicen	rivalizaba	rivalizabas	rivalizaba	rivalizábamos	rivalizabais	rivalizaban	rivalizara	rivalizaras	rivalizara	rivalizáramos	rivalizarais	rivalizaran	rivalizaré	rivalizarás	rivalizará	rivalizaremos	rivalizaréis	rivalizarán	rivalizaría	rivalizarías	rivalizaría	rivalizaríamos	rivalizaríais	rivalizarían	rivalicé	rivalizaste	rivalizastes	rivalizó	rivalizamos	rivalizasteis	rivalizaron	rivalizase	rivalizases	rivalizase	rivalizásemos	rivalizaseis	rivalizasen	rivalizare	rivalizares	rivalizare	rivalizáremos	rivalizareis	rivalizaren	v: to compete;
actualización		f: An update;
apedrear	apedreando	apedreado	apedrea	apedreá	apedread	apedreo	apedreas	apedreás	apedrea	apedreamos	apedreáis	apedrean	apedree	apedrees	apedreés	apedree	apedreemos	apedreéis	apedreen	apedreaba	apedreabas	apedreaba	apedreábamos	apedreabais	apedreaban	apedreara	apedrearas	apedreara	apedreáramos	apedrearais	apedrearan	apedrearé	apedrearás	apedreará	apedrearemos	apedrearéis	apedrearán	apedrearía	apedrearías	apedrearía	apedrearíamos	apedrearíais	apedrearían	apedreé	apedreaste	apedreastes	apedreó	apedreamos	apedreasteis	apedrearon	apedrease	apedreases	apedrease	apedreásemos	apedreaseis	apedreasen	apedreare	apedreares	apedreare	apedreáremos	apedreareis	apedrearen	v: to stone (to throw stones at);
plebe		mf: {colloquial,Sinaloa,Mexico} kid, child; f: {historical} plebs; plebeians, common people;
desprevenido		adj: unaware, oblivious; unprepared; unsuspecting;
Kentucky		prop: Kentucky;
rechinado		m: chirp, squeak, wheek, creak, chirrup, screak;
tocar	tocando	tocado	toca	tocá	tocad	toco	tocas	tocás	toca	tocamos	tocáis	tocan	toque	toques	toqués	toque	toquemos	toquéis	toquen	tocaba	tocabas	tocaba	tocábamos	tocabais	tocaban	tocara	tocaras	tocara	tocáramos	tocarais	tocaran	tocaré	tocarás	tocará	tocaremos	tocaréis	tocarán	tocaría	tocarías	tocaría	tocaríamos	tocaríais	tocarían	toqué	tocaste	tocastes	tocó	tocamos	tocasteis	tocaron	tocase	tocases	tocase	tocásemos	tocaseis	tocasen	tocare	tocares	tocare	tocáremos	tocareis	tocaren	vp: {context} to be someone’s time or turn; {context} to be the next; v: tocar el timbre (o la campana) — to ring the bell; tocar la bocina (o el claxon) — to honk; tocar la puerta (o ventana) — to knock on the door (or window); to play (a musical instrument); to touch;
hórreo		m: An isolated, rectangular, wooden or rock building supported by columns, characteristic of the northwest of the Iberian peninsula and typically used to store grain or other agricultural produce. ; granary (storehouse);
disculparse		vr: reflexive form of disculpar To excuse oneself, to apologize;
caligrafía		f: calligraphy; penmanship; handwriting;
interpolar	interpolando	interpolado	interpola	interpolá	interpolad	interpolo	interpolas	interpolás	interpola	interpolamos	interpoláis	interpolan	interpole	interpoles	interpolés	interpole	interpolemos	interpoléis	interpolen	interpolaba	interpolabas	interpolaba	interpolábamos	interpolabais	interpolaban	interpolara	interpolaras	interpolara	interpoláramos	interpolarais	interpolaran	interpolaré	interpolarás	interpolará	interpolaremos	interpolaréis	interpolarán	interpolaría	interpolarías	interpolaría	interpolaríamos	interpolaríais	interpolarían	interpolé	interpolaste	interpolastes	interpoló	interpolamos	interpolasteis	interpolaron	interpolase	interpolases	interpolase	interpolásemos	interpolaseis	interpolasen	interpolare	interpolares	interpolare	interpoláremos	interpolareis	interpolaren	v: to interpolate;
fornicación		f: fornication;
gruñido		m: oink;
postcoital		adj: postcoital;
satélite		m: satellite;
tofu		m: tofu;
abatanar	abatanando	abatanado	abatana	abataná	abatanad	abatano	abatanas	abatanás	abatana	abatanamos	abatanáis	abatanan	abatane	abatanes	abatanés	abatane	abatanemos	abatanéis	abatanen	abatanaba	abatanabas	abatanaba	abatanábamos	abatanabais	abatanaban	abatanara	abatanaras	abatanara	abatanáramos	abatanarais	abatanaran	abatanaré	abatanarás	abatanará	abatanaremos	abatanaréis	abatanarán	abatanaría	abatanarías	abatanaría	abatanaríamos	abatanaríais	abatanarían	abatané	abatanaste	abatanastes	abatanó	abatanamos	abatanasteis	abatanaron	abatanase	abatanases	abatanase	abatanásemos	abatanaseis	abatanasen	abatanare	abatanares	abatanare	abatanáremos	abatanareis	abatanaren	v: To beat, hit, abase; To full, mill (clothing);
purina		f: {organic compound} purine;
Melchîsedec		prop: {archaic} Melchizedek (Biblical character);
petirrojo		m: robin (Erithacus rubecula);
calladamente		adv: Silently, secretly, privately, inconspicuously, in a reserved manner;
medioambiental		adj: environmental;
cohombro		m: cucumber;
pindárico		adj: Pindaric;
negociable		adj: negotiable;
loquear	loqueando	loqueado	loquea	loqueá	loquead	loqueo	loqueas	loqueás	loquea	loqueamos	loqueáis	loquean	loquee	loquees	loqueés	loquee	loqueemos	loqueéis	loqueen	loqueaba	loqueabas	loqueaba	loqueábamos	loqueabais	loqueaban	loqueara	loquearas	loqueara	loqueáramos	loquearais	loquearan	loquearé	loquearás	loqueará	loquearemos	loquearéis	loquearán	loquearía	loquearías	loquearía	loquearíamos	loquearíais	loquearían	loqueé	loqueaste	loqueastes	loqueó	loqueamos	loqueasteis	loquearon	loquease	loqueases	loquease	loqueásemos	loqueaseis	loqueasen	loqueare	loqueares	loqueare	loqueáremos	loqueareis	loquearen	v: to act foolishly;
aullar	aullando	aullado	aúlla	aullá	aullad	aúllo	aúllas	aullás	aúlla	aullamos	aulláis	aúllan	aúlle	aúlles	aullés	aúlle	aullemos	aulléis	aúllen	aullaba	aullabas	aullaba	aullábamos	aullabais	aullaban	aullara	aullaras	aullara	aulláramos	aullarais	aullaran	aullaré	aullarás	aullará	aullaremos	aullaréis	aullarán	aullaría	aullarías	aullaría	aullaríamos	aullaríais	aullarían	aullé	aullaste	aullastes	aulló	aullamos	aullasteis	aullaron	aullase	aullases	aullase	aullásemos	aullaseis	aullasen	aullare	aullares	aullare	aulláremos	aullareis	aullaren	v: to howl, bay;
escorpión		m: {astrology} Scorpio; someone born under the Scorpio constellation; scorpion;
Urano		prop: Uranus;
limpio		adj: clean;
encaminar	encaminando	encaminado	encamina	encaminá	encaminad	encamino	encaminas	encaminás	encamina	encaminamos	encamináis	encaminan	encamine	encamines	encaminés	encamine	encaminemos	encaminéis	encaminen	encaminaba	encaminabas	encaminaba	encaminábamos	encaminabais	encaminaban	encaminara	encaminaras	encaminara	encamináramos	encaminarais	encaminaran	encaminaré	encaminarás	encaminará	encaminaremos	encaminaréis	encaminarán	encaminaría	encaminarías	encaminaría	encaminaríamos	encaminaríais	encaminarían	encaminé	encaminaste	encaminastes	encaminó	encaminamos	encaminasteis	encaminaron	encaminase	encaminases	encaminase	encaminásemos	encaminaseis	encaminasen	encaminare	encaminares	encaminare	encamináremos	encaminareis	encaminaren	v: to be on the right track;
comporte		m: comport, behavior;
sofito		m: {architecture} soffit;
entresemana		adv: on a weekday (the days Monday through Friday);
druida		m: druid;
similar		adj: similar;
preparativo		adj: preparative, preparatory;
mármol		m: marble (rock);
seducción		f: seduction;
tridisminuido		adj: {geometry} tridiminished;
malsano		adj: unhealthy;
isomorfo		adj: isomorphic, isomorphous;
implementar	implementando	implementado	implementa	implementá	implementad	implemento	implementas	implementás	implementa	implementamos	implementáis	implementan	implemente	implementes	implementés	implemente	implementemos	implementéis	implementen	implementaba	implementabas	implementaba	implementábamos	implementabais	implementaban	implementara	implementaras	implementara	implementáramos	implementarais	implementaran	implementaré	implementarás	implementará	implementaremos	implementaréis	implementarán	implementaría	implementarías	implementaría	implementaríamos	implementaríais	implementarían	implementé	implementaste	implementastes	implementó	implementamos	implementasteis	implementaron	implementase	implementases	implementase	implementásemos	implementaseis	implementasen	implementare	implementares	implementare	implementáremos	implementareis	implementaren	v: to implement;
intermitente		m: indicator, trafficator, turn signal; adj: intermittent;
violonchelo		m: cello (musical instrument);
triatlón		m: triathlon;
estromatolito		m: stromatolite;
